conference_name,start_date,end_date,city,country,venue,accommodation,organizer,overview,official_url,source_url,call_for_papers,cfp_deadline,cfp_url,fees_and_pricing,registration_url,program_agenda,keynote_speakers,technical_committee,sponsors,logo_url,banner_url
AWS re:Invent 2026,2026-11-30,2026-12-04,Las Vegas,United States,"Multi-venue Las Vegas campus including The Venetian, Caesars Forum, Caesars Palace, Encore, MGM Grand and Wynn",Official re:Invent hotel booking is available through the attendee portal after registration. Sleeping-room blocks close 5 November 2026; a one-night deposit is required by the hotel.,Amazon Web Services (AWS),"AWS flagship cloud and AI conference with 2,200+ sessions, technical workshops, architecture deep-dives, hands-on learning, demos and an expo spanning AI, security, migration and developer productivity.",https://aws.amazon.com/,https://aws.amazon.com/events/reinvent/,"No academic paper CFP. Session content is curated through AWS event/content programming; the event is designed around AWS engineers, architects, customers, partners and invited industry experts.",Not yet announced,Not yet announced,"Full conference pass: US$2,499. Bulk purchase discount: 10% for purchases of 10 or more tickets in one transaction. Early-bird pricing ended 25 August 2026.",https://aws.amazon.com/events/reinvent/,"Five-day event with 2,200+ sessions. Agenda includes keynotes, technical sessions, self-paced learning, community spaces, Expo with 420+ sponsors/booths, networking receptions, security deep-dives and re:Play.","Keynote Speakers: Matt Garman — CEO, Amazon Web Services — Opening Keynote. Additional keynote sessions are scheduled across the week.",Not yet announced,Emerald sponsors: Accenture; Anthropic; Capgemini; Datadog; Deloitte; IBM; MongoDB; NVIDIA; OpenAI. More than 420 sponsors and booths participate in the Expo.,,
"NVIDIA GTC Washington, D.C. 2026",2026-11-30,2026-12-03,"Washington, D.C.",United States,Not yet announced,Not yet announced,Not yet announced,"NVIDIA AI and accelerated-computing conference in Washington, D.C.",https://www.nvidia.com/,https://aiwhatson.com/,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,,
ACML 2026 — Asian Conference on Machine Learning,2026-12-01,2026-12-04,Melbourne,Australia,Not yet announced,Not yet announced,Not yet announced,"18th Asian Conference on Machine Learning with conference, journal and tutorial tracks.",Not yet announced,https://aiwhatson.com/,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,,
AI in Airports 2026,2026-12-01,2026-12-02,London,United Kingdom,Not yet announced,Not yet announced,Not yet announced,"Applied-AI summit for airport operations, commercial functions and strategy.",Not yet announced,https://aiwhatson.com/,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,,
Tech.AD USA 2026,2026-12-01,2026-12-02,Detroit,United States,Not yet announced,Not yet announced,Not yet announced,"Business and engineering conference on vehicle automation, ADAS and autonomous-vehicle development.",Not yet announced,https://aiwhatson.com/,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,,
WI-IAT 2026 — Web Intelligence and Intelligent Agent Technology,2026-12-03,2026-12-06,Brisbane,Australia,Not yet announced,Not yet announced,Not yet announced,"Hybrid conference on intelligent agents, data science, knowledge management and AI across the Web.",Not yet announced,https://aiwhatson.com/,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,,
25th IEEE-RAS International Conference on Humanoid Robots,2026-12-06,2026-12-09,Santa Clara,United States,"Santa Clara, California, United States",Official conference travel/accommodation information is provided through the Humanoids 2026 website.,IEEE Robotics and Automation Society (IEEE-RAS),"IEEE-RAS flagship conference dedicated to humanoid robotics, covering mechanical design, whole-body control, perception, robot learning, embodied AI and real-world deployment.",https://2026.ieee-humanoids.org/,https://2026.ieee-humanoids.org/,Paper submission deadline: 24 Jul 2026 AoE; authors who submitted by the deadline could upload updated manuscripts through 27 Jul 2026. Workshop/tutorial proposal deadline: 3 Aug 2026.,2026-07-24,https://2026.ieee-humanoids.org/call-for-papers,Not yet announced,https://2026.ieee-humanoids.org/,"Single-track oral sessions, interactive poster sessions, workshops/tutorials, industry exhibition and technical networking across humanoid robotics research and applications.",Not yet announced,"General Chairs: Andra Keay and Ross Mead. Program Chairs: Luis Sentis, Serena Ivaldi and Gentiane Venture.","IEEE Robotics and Automation Society; industry exhibition managed with Hall-Erickson, Inc.",,
NeurIPS 2026,2026-12-06,2026-12-13,Sydney / Atlanta / Paris,Australia / United States / France,"Sydney main site: International Convention Centre (ICC Sydney), Exhibition Centre Level 4, Halls 5–7. Satellite events also run in Atlanta and Paris.","Official NeurIPS housing is available through the NeurIPS site. Approved affiliate conference hotels are used; financial-assistance hotel awards cover Sydney 6–13 Dec, Atlanta 9–14 Dec and Paris 8–14 Dec, with additional nights purchasable at conference rates.",Neural Information Processing Systems Foundation,"The 40th Conference on Neural Information Processing Systems, an interdisciplinary machine-learning and AI research conference spanning deep learning, generative AI, computer vision, language models, robotics, reinforcement learning, optimization, AI for science, health and society.",https://neurips.cc/,https://neurips.cc/Conferences/2026,"Main-conference abstract deadline: 4 May 2026; full paper deadline: 6 May 2026. Workshop proposal deadline: 6 June 2026. NeurIPS also publishes separate calls for the Education Track, Creative AI Track, Evaluations & Datasets, workshops and Expo.",2026-05-06,https://neurips.cc/Conferences/2026/CallForPapers,Official registration pricing is category- and location-dependent through the NeurIPS pricing calculator. A guest banquet/reception ticket is US$100. Early-registration deadline is 30 October 2026.,https://neurips.cc/Conferences/2026/Pricing,Sydney: Expo 6 Dec; tutorials 7 Dec; main conference 8–10 Dec; workshops & competitions 11–12 Dec. Atlanta: main conference/tutorials 9–11 Dec; workshops 12–13 Dec. Paris: main conference/tutorials 9–11 Dec; workshops 12–13 Dec.,Not yet announced,"General Chairs: Hsuan-Tien Lin, Razvan Pascanu. Senior Program Chair: Finale Doshi-Velez. Program Chairs: Jenna Wiens, David Rolnick, Nika Haghtalab, Marc Deisenroth. Atlanta Satellite Chairs: Mark Riedl, Irfan Essa. Paris Satellite Chairs include Olivier Cappé, Laetitia Chapel, Rémi Flamary, Pierre Marion, Linus Bleistein and Edwige Cyffers.","Google is an official program partner supporting the NeurIPS 2026 Paper Assistant Tool initiative; named Google sponsors for that initiative include Corinna Cortes, Vahab Mirrokni, Tomas Pfister and Burak Gokturk. The general 2026 sponsor/exhibitor program is also open through NeurIPS.",https://neurips.cc/media/Press/NeurIPS_logo.png,
AI for Good Innovation Factory 2026 — Live Pitching Session,2026-12-08,2026-12-08,Online,Global,Virtual Platform,Not yet announced,International Telecommunication Union (ITU),Online startup pitching session for ventures using AI and machine learning for global impact.,https://aiforgood.itu.int/,https://aiwhatson.com/,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Online live pitching session on 8 Dec 2026.,Not yet announced,Not yet announced,Not yet announced,,
Great International AI Native Summit (GAINS),2026-12-09,2026-12-10,Bangalore,India,Not yet announced,Not yet announced,Not yet announced,AI-native technology summit in India.,Not yet announced,https://conventions.io/topics/ai,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,Not yet announced,,
The AI Summit New York 2026,2026-12-09,2026-12-10,New York,United States,"Javits Center, 655 W. 34th Street, New York, NY 10001","Official accommodation partner: HotelMap, offering discounted hotel rates to summit attendees. Airline discounts are also offered through Southwest, Delta and United.",The AI Summit / Informa Tech,"Commercial enterprise-AI summit focused on turning AI strategy into measurable business impact through executive case studies, technical deep dives, masterclasses, panels and an AI exhibition.",https://newyork.theaisummit.com/,https://newyork.theaisummit.com/,"No academic paper CFP. Speaker, partner and sponsorship opportunities are offered through the summit's official commercial programming and partnership process.",Not yet announced,https://newyork.theaisummit.com/sponsorship/,"VIP All Access: US$2,799 early-bird / US$3,499 standard. Delegate Pass: US$2,099 early-bird / US$2,899 standard. Special rates are available for qualifying academics, government employees, startups, students, charities and press.",https://newyork.theaisummit.com/passes-pricing/,"11 tracks with keynotes, technical deep dives, case studies, panels and masterclasses. Tracks include Beyond AI at Scale, Next Generation, Data Excellence, Finance, Applied AI, AI Cybersecurity, Headliners, Creative AI, Start-up & Investor Village and Impact Arena.","Keynote Speakers: Arsh Arora — Lead, AI & Cyber IR Operations, McKesson; Ashley Scott — Data & AI Product Management Principal, PepsiCo; Christie Mealo — CTO & Chief AI Officer, Medical Knowledge Group; additional 2026 executives and technical leaders are published on the official speaker roster.",Committee: 2026 Ambassador Chapter shaping event themes and speaker direction: Bijit Ghosh — Wells Fargo; Elise Neel — PwC; Jason Harvey — BET+/Paramount Global; Maryam Ashoori — IBM; Nitzan Mekel — eBay; Pooja Chandiramani — Coach; Ryan Hefner — Vanguard; Wayne Filin-Matthews — The Walt Disney Company; Zach Golkhou — JPMorgan Chase.,"Headliners: EY, Nscale. Industry Partners: Glean, IBM. Diamond sponsors include Dell + NVIDIA, Everpure and Incedo. Additional sponsor tiers and exhibitors are published in the official partner directory.",,
6th International Conference on Artificial Intelligence and Application Technologies,2026-12-11,2026-12-13,Tokyo,Japan,"Hosei University, 2 Chome-17-1 Fujimi, Chiyoda City, Tokyo 102-8160, Japan",Accommodation is arranged independently by attendees. AIAT explicitly warns that neither the conference secretariat nor hotels will solicit reservations or request credit-card details.,AIAT Organizing Committee,"International academic conference covering AI theory and applications, robotics, decision making, intelligent systems, control, data mining and computer applications.",https://www.aiat.org/,https://www.aiat.org/,Full papers and presentation-only abstracts are accepted. Submission deadline: 1 Oct 2026; notification 25 Oct; registration deadline 10 Nov.,2026-10-01,https://www.aiat.org/sub.html,"Early/late: regular author US$620/660; TPC, ACM member or student author US$580/620; invited speaker US$500/540; oral presentation only US$380/420; delegate US$300/330.",https://www.aiat.org/reg.html,"11 Dec registration/material collection. 12 Dec opening ceremony, plenary/keynote speeches, invited speeches, lunch and dinner. 13 Dec technical conference programme continues.",Not yet announced,"General Chairs: Genci Capi, Simon X. Yang. Co-Chair: Chinthaka Premachandra. Program Chairs: Kenji Suzuki, Yau-Zen Chang. Program Co-Chairs: Cheng Siong Lee, Hidetoshi Ikeda, Tianyi Wang. International technical committee includes members from Egypt, USA, Greece, India, Indonesia, Philippines, Malaysia, China, Australia, Taiwan, Thailand and other countries.",Technical co-sponsorship is published on the official AIAT site; accepted papers are published through ACM International Conference Proceedings Series.,,
