"Conference Name","Dates","Venue","Program/Agenda","Keynote Speakers","Technical/Program Committee","Pricing/Registration","Sponsors/Exhibitors","Website","Regional Safety Note"
"2027 International Conference on Green Civil Engineering","","","March 26 14:00-17:00: Tutorial March 27 09:00~12:00: Opening Remarks & Keynote Speeches 13:00~18:00: Participants' Oral & Poster Sessions March 28 09:00~12:00: Invited Speeches 13:00~18:00: Participants' Oral & Poster Sessions March 29 09:30~17:00: One Day Trip","","Join Committee: Final Paper. Conference Committee: Hyo Choi (Gangneung-Wonju National University); Akira Kondo (Osaka University); Young-Cheol Chang (Muroran Institute of Technology); Abbas Taheri (Queen's University); Worapong Lohpaisankrit (Khon Kaen University); Shieh-Kung Huang (National Chung-Hsing University); Nguyen Ba Phu (Industrial University of Ho Chi Minh City); Suman Kumari (RRSD College of Engineering); Lan Lin (Concordia University); Yen-Yu Yang (Feng Chia University)","","","https://www.icgce.org/",""
"7th International Brain Stimulation Conference","","","","Keynote: Brain Stimulation; Int. Brain Stim Award","","","Brain Stimulation; PowerPoint Holding Slide opens in new tab/window; Square: 1044 x 1044 opens in new tab/window; Leaderboard: 700 x 100 opens in new tab/window; Landscape: 1200 x 6300 opens in new tab/window; I'm attending opens in new tab/window; I'm presenting at opens in new tab/window; Brain Box; LivaNova; MagVenture; Magstim EGI; Sigmastim; Soterix; STORZ MEDICAL; Vielight; Cortisys; Re5 develops; Axilum; CED; DEYMED; EPED; Neurocare; Neuroen; Neurophet; NeuroThera; Rogue; Vishee; YINGCHI; Sunday, 21 Feb 2027 10:00 a.m.–5:00 p.m.; Soterix Medical; Sunday, 21 Feb 2027 2:00–5:00 p.m.; BRAINBOX; Monday, 22 Feb 2027 7:30–8:30 a.m.; Tuesday, 23 Feb 2027 7:30–8:30 a.m.; Magstim; TBC; Wednesday, 24 Feb 2027 7:30–8:30 a.m.; ZMT. Platinum: Brain Box; LivaNova; MagVenture; Magstim EGI; Sigmastim; Soterix; STORZ MEDICAL; Vielight; Cortisys; Re5 develops; Axilum; CED; DEYMED; EPED; Neurocare; Neuroen; Neurophet; NeuroThera; Rogue; Vishee; YINGCHI; Sunday, 21 Feb 2027 10:00 a.m.–5:00 p.m.; Soterix Medical; Sunday, 21 Feb 2027 2:00–5:00 p.m.; BRAINBOX; Monday, 22 Feb 2027 7:30–8:30 a.m.; Tuesday, 23 Feb 2027 7:30–8:30 a.m.; Magstim; TBC; Wednesday, 24 Feb 2027 7:30–8:30 a.m.; ZMT","https://www.elsevier.com/events/conferences/all/international-brain-stimulation-conference",""
"2027 11th International Conference on Materials Engineering and Nano Sciences","","","2025 Book Cover. 2022 Book Cover. 2019 Book Cover","","","","","https://icmens.org/",""
"2027 International Conference on Mechanical Engineering and Materials","","","","","Committees: Osamu Tabata (Kyoto University of Advanced Science); Akihiko Fujiwara (Kwansei Gakuin University); Jun'ichiro MIZUKI (Kwansei Gakuin University); Andreas Pitsilides (University of Cyprus); Sakhob Khumkoa (Suranaree University of Technology); Jia-Yi Yeh (Chung Hwa University of Medical Technology); Mohanad Alabdullah (Deakin University); Amir Navidfa (Istanbul Technical University)","","","https://www.icmem.org/",""
"2027 11th International Conference on Civil Engineering","","","","","Committee: Chian Siau Chen (National University of Singapore); Joseph Kim (California State University Long Beach); Wu Wei (Nanyang Technological University); Prashant Kumar (University of Surrey); Kim Yongmin (University of Glasgow); Eric Strauss (Michigan State University); Yufeng Sun (Chang’an University)","","","https://www.icoce.org/",""
"2027 8th Asia Conference on Renewable Energy and Environmental Engineering","","","","","Committees: Chian Siau Chen (National University of Singapore); Joseph Kim (California State University Long Beach); Wu Wei (Nanyang Technological University); Prashant Kumar (University of Surrey); Kim Yongmin (University of Glasgow); Kwun Nam HUI (University of Macau); Qipeng Zhao (Tongji University)","","","https://www.areee.org/",""
"5th International Conference on Bioresource Technology for Bioenergy, Bioproducts & Environmental Sustainability","","","","Plenary: Hélène Carrère; S. Venkata Mohan","Welcome statement from the Conference Chairs: S. Venkata Mohan. Committee & Speakers: Irini Angelidaki (Technical University of Denmark, Denmark); Hélène Carrère (National Research Institute for Agriculture); S. Venkata Mohan. Scientific Committee: Surendra K.C. (The Hong Kong University of Science and Technology); Samir Khanal (The Hong Kong University of Science and Technology); Konrad Koch (Technical University of Munich); Yi Wang (University of California Davis)","","Elsevier; Bioresource Technology opens in new tab/window; Bioresource Technology; Bioresource Technology Reports opens in new tab/window; Bioresource Technology Reports; Biomass & Bioenergy opens in new tab/window; NS Instruments","https://www.elsevier.com/events/conferences/all/international-conference-on-bioresource-technology-for-bioenergy-bioproducts-and-environmental-sustainability",""
"2027 11th International Conference on Energy Economics and Energy Policy","","","Day 1, April 9, 2027. 10:00 am--5:00 pm: Conference Check In and Materials Collection. Day 2, April 10, 2027. 9:00 am--9:10 am: Opening Remarks by Conference Chair. 9:10 am--9:50 am: Keynote Speech. 9:50 am--10:30 am: Keynote Speech. 10:30 am--10:50 am: Coffee Break & Group Photo. 10:50 am--11:30 am: Keynote Speech. 11:30 am--12:10 pm: Keynote Speech. 12:10 pm--13:30 pm: Lunch and Break Time. 13:30 pm-18:00 pm: 4 Parallel Sessions for Oral/Poster Presentations and coffee break. Day 3, April 11, 2027. 9:00 am--6:00 pm: One day tour in Porto for onsite attendees (But participants need to make the registration by email before March 10, 2027). 9:30 am--5:30 pm: Online Parallel Sessions. March, 2027: 2027 Technical program will be available in early of , Here enclose brief agenda below for your reference.. April 9: 11, 2027","Keynote: Ghanim Putrus (Northumbria University); Belkacem Ouldbouamama (University of Lille)","ICEEEP Organizing Committees: Publicity Chair. ICEEEP Technical Program Committees: Mina Mortazavi (University of Bedfordshire)","","","https://www.iceeep.com/",""
"2027 12th International Conference on Advances on Clean Energy Research","","","","Keynote: Ghanim Putrus (Northumbria University); Belkacem Ouldbouamama (University of Lille); Helena Nadais (University of Aveiro); Hugo Morais (University of Lisbon); Manuscript Guidelines; Rachel Cao","Conference Committee: Zita Vale (School of Engineering); João Soares (School of Engineering); Jesus De La Casa Hernandez (Jaen University); Tiago Pinto (University of Tras-os-Montes e Alto Douro); Guoqiang Zhang (Harbin Institute of Technology); Hing Yan Tong (Aston University); Mina Mortazavi (University of Bedfordshire); Manuscript Guidelines; Rachel Cao","","","https://www.icacer.com/",""
"2027 9th International Conference on Computer Science and Technologies in Education","","","January 30, 2027: Submission deadline","","Honorary Chair Sannyuya Liu (Central China Normal University)","","","https://www.cste.net/",""
"2027 14th International Conference on Electrical and Electronics Engineering","","","March, 2027: This simple schedule is just for reference. The full-length detailed conference program will be provided around late .. April 16: 18, 2027 Ankara, Turkey","Keynote: Speech Title","Organizing Committee: Honorary Chair (Prof. Dr. Uğur Ünal, Gazi University, Rector, Turkey). International Advisory Committees: Publication Chairs; Publicity Co-chairs; Regional Chairs","","","https://www.iceee.org/",""
"2027 IEEE 3rd International Conference on Power and Integrated Energy Systems","","","may : Special Sessions address one or more Tracks, but they should be Organized under a unified theme. Special Sessions are intended to allow projects or any other group of authors to present their own work. Special Sessions may include one invit","","","","","https://www.icpies.org/",""
"2027 10th International Conference on Energy, Electrical and Power Engineering","","","","Keynote: Coming Soon....","Conference Committees | 组委会: Jessica Bian; Zhe Chen; Nikolaos Hatziargyriou; Vladimir Terzija; Xiaoping Zhang; Pierluigi Siano","","IEEE官方会议列表; IEEE Xplore. Media: IEEE官方会议列表; IEEE Xplore","https://www.ceepe.net/",""
"2027 13th International Conference on Control, Automation and Robotics","","","Sun: Prof. Ning , Nankai University, China Prof. Hongpeng Wang, Nankai University, China","","","","","https://www.iccar.org/",""
"2027 13th International Conference on Renewable Energy Technologies","","","","","Committee: Mingcong Deng (Tokyo University of Agriculture and Technology); Hirohito Yamada (Tohoku University); Masayuki Morimoto (Tokai University); Kei Eguchi (Fukuoka Institute of Technology); Changan Jiang (Osaka Institute of Technology); Yutian Liu (Shandong University); Pierluigi Siano (University of Salerno); M. A. K. Lodhi (Texas Tech University); Tanakorn Wongwuttanasatian (Khon Kaen University); Wanglok Do (Fukuoka Institute of Technology); Andres Annuk (Estonian University of Life Sciences); Aref Afsharfard (Pusan National University); Chaohui Zhao (Shanghai Dianji University); Dae-Won Chung (Honam University); Jen-Cheng Wang (National Taipei University of Education); Jinqin Ren (Beijing University of Chemical Technology); Maged Nashed (Electronics Research Institute); Mazyar Zand; Miguel E. M. Udaeta (Universidade de São Paulo); Tarek Abdel-Salam (Ain Shams University); U. K. SINHA (National Institute of Technology Jamshedpur); Yang Han (University of Electronic Science and Technology of China); Ying-Yi Hong (Chung Yuan Christian University); Yi-Ping Wang (Wuhan University of Technology); Yu-Chung Tsao (National Taiwan University of Science and Technology); Zhengmao Ye (Southern University); Zhenzhi Lin (Zhejiang University); Xiaohong Xu (University of Windsor); Tomislav Kurevija (University of Zagreb); Sathaporn Chuepeng (Kasetsart University); Tao Xie (Shanghai University); Amit Sant (Pandit Deendayal Energy University); Boyu Qin (Xi’an Jiaotong University); Wongkot Wongsapai (Chiang Mai University); Lim Boon Han (Universiti Tunku Abdul Rahman); Varun Thangamani (University of Southampton Malaysia); Yuko Hirase (Toyo University); Abdulaziz Atabani (Yuan Ze University); Zhongkai Yi (Harbin Institute of Technology); Yosuke Kakinuma (Chiang Mai University); Chaiyut Sumpavakup (King Mongkut's University of Technology North Bangkok); Muhammad Arshad Shehzad Hassan (The University of Faisalabad); Mitsuhide Sato (Shinshu University); Ramadas Narayanan (Central Queensland University); Chan Kar Tim (Universiti Putra); Chew Kuew Wai (Universiti Tunku Abdul Rahman); Chew Sue Ping (Universiti Pertahanan Nasional Malaysia); Edison E. Mojica (Polytechnic University of the Philippines); Javier Menendez; Jianhui Wong (Universiti Tunku Abdul Rahman); Lee Cheun Hau (Universiti Tunku Abdul Rahman); Lorant Szolga (Technical University of Cluj-Napoca); Patrick S. Pouabe Eboule (University of Johannesburg); Siti Rohani Sheikh Raihan (University of Malaya); Tsung-Mou Huang (Taiwan Power Company); Yasin Bektaş (Aksaray University); Yu-Jen Liu (National Chung Cheng University); Azharudin bin Mukhtaruddin (Universiti Pertahanan Nasional Malaysia)","","","https://www.icret.org/",""
"2027 10th International Conference on Electrical Engineering and Green Energy","","","","Keynote: High Voltage Engineering; Energy Conversions; Electrical Machines; Analog Circuits; Biomedical Electronics; Magnetic Materials; Smart Grid; Electrical Energy Storage; Electric Vehicles; Energy Efficiency; Green Hydrogen Development; Sylvia Zong; Jamshid Aghaei CQUniversity Australia","Organizers: Sylvia Zong. Committee: Andrés Elías Feijóo Lorenzo (Universidade de Vigo); Nikolaos Manousakis (University of West Attica); Pawan Sharma (University of Tromsø (UiT)); Tahar Tafticht (Université du Québec en Abitibi-Témiscamingue (UQAT)); María José Muñoz Torrecillas (Universidad de Almería); Peiyi Zhao (Chapman University); Mohd. Rafi bin Adzman (Universiti Malaysia Perlis); Melih Onay (Van Yuzuncu Yil University); Daniel Villanueva Torres (University of Vigo); Adriano Péres (Universidade Federal de Santa Catarina - UFSC Blumenau); Hongbo Sun (Mitsubishi Electric Research Laboratories); Weeranut Intagun (Silpakorn University); Fuqing Yuan (UiT The Arctic University of Norway); Aggelos Bouchouras (University of Western Macedonia); Saad A. EL-Syaed Hamad (Zagazig University, AlSharkia); Imed Ben Dhaou (University of Turku); Mohamed Gamal Hussien (Tanta University); Gheorghe-Daniel Andreescu (Politehnica University Timisoara); Andrew Wolfe (SANTA CLARA UNIVERSITY); Addisson Salazar (Universidad Politécnica de Valencia); Nedim Tutkun (İstanbul Ticaret Üniversitesi); Fabio Mottola (University of Naples Federico); Mostafa Shaaban (American University of Sharjah); Bimal K. Bose (University of Tennessee); Chetto Maryline (University of Nantes); Mihaela Popescu (University of Craiova); Sorin Musuroi (Politehnica University of Timisoara); Fred Barez (San José State University); Yassine Amirat (ISEN Yncréa Ouest); Mihai Gavrilas (Technical University of Iasi); Jelena Loncarski (University of Bologna); Gheorghe Grigoras (Technical University of Iasi); Gordon Huang (University of Regina); Silvia Brunoro (University of Ferrara); Darius Andriukaitis (Kaunas University of Technology); Sohrab Mirsaeidi (Beijing Jiaotong University); Hamed Aly (Acadia University); Ummuhan Basaran Filik (Eskişehir Technical University); Phuong Nguyen (University of Technology); Kamyar Mehran (Queen Mary University of London); S. T. Coelho (University of São Paulo); Tomasz N Koltunowicz (Lublin University of Technology); Amr Ahmed A. Radwan (Western Washington University); Gordana Jovanovic Dolecek (INAOE); Nawaf Hazim Saeid (Universiti Teknologi Brunei); Tamás Iváncsy (Budapest University of Technology and Economics); Emilio Barocio (Universidad de Guadalajara); Zoltan Ádám Tamus (Budapest University of Technology & Economics); Yasemin Öner (Yildiz Technical University); Benedetto Di Ruzza (Trento Institute for Fundamental Physics and Applications); Dan Gota (Technical University of Cluj-Napoca); Fehmi Jaafar (The Computer Research Institute of Montreal); Kenan Şentürk (Gelişim University); Amjad Gawanmeh (University of Dubai); Franz Gassner (University of Saint Joseph); Hamid Reza Shaker (University of Southern Denmark); Wina Graus (Utrecht University); Prasanta Ghosh (Syracuse University); Piotr J. Chrzan (Politechnika Gdanska); Nur Hassan (Central Queensland University); Francisco Gonzalez-Longatt (University of Southeast Norway); Zhixin Wang (Shanghai Jiaotong University); Teo Tee Hui (Singapore University of Technology and Design); Wei Deng (Institute of Electrical Engineering, CAS); Sunliang Cao (The Hong Kong Polytechnic University); Sermsak Uatrongjit (Chiang Mai University); Libing Jing (China Three Gorges University); Peter Yang (Case Western Reserve University); Farhad Shahnia (Murdoch University); Jianhua Wang (Southeast University); Wenxin Mu (Beijing Jiaotong University); Filippo Genco (Yangzhou University, China). 2026 Organizing Committee 会议组委会: Jianning Ding; Joydeep Mitra; Giuseppe Buja; Qing Xia; Yang Hua; Zaijun Wu; Jun Zhang; Guifeng Wu; Hartmut Hinz; Philip W. T. Pong; Weijun Zhu; Wei Jiang; Kaveh Ashenayi; Mohan Kolhe; Alexandre Piantini; Juping Gu; Jian Wang; Yiming Xu; Jiyong Zhang; Ya Guo; Reiner Johannes Schütt; Chuan He; Shengquan Li; Songli Fan; Song Xu; Wenlong Ming; Muhammad Junaid; Luís Felipe Normandia Lourenço","","","https://www.ceege.org/",""
"2027 7th International Conference on Computer, Control and Robotics","","","March : Biographies : Include brief biographical sketches of the session proposers(s). Submission Deadline: 1st, 2027. may : Note: Technical sessions are normally expected to have 5-8 papers. In exceptional cases (like industrial talks, or contribution by particularly renowned speakers), it be possible to have sessions of one talks without an associate paper or a","","Organizing Committee: Publication Chairs; Publicity Chairs; Publicity Co-Chairs. Conference General Chair: Bing Xu (Zhejiang University); Li Zhang (The Chinese University of Hong Kong); Binrui Wang (China Jiliang University); Ge Shi (China Jiliang University); Liang Hu (Zhejiang University); Aihong Tan (China Jiliang University); Grigorios N. Beligiannis (University of Patras)","","","https://www.icccr.org/",""
"EduCon Tokyo – International Conference on Education","","","","Keynote: Rea Raus; Raj Mestry; Shahira El Alfy; Luke Carson; Kasereka Sivalikwiha Matsundo; Ömer Solak; Alvin B. Punongbayan; Hima Parameswaran; Aljemedin S. Jaudinez; Ross Burkhart; Hii Puong Koh; Maria Teresa Matriano Assistant Professor (Middle East College); Froilan D. Mobo; John Joseph D. Zarate; Sandrina Diniz Fernandes Milhano; Lourdes Atiaja; Vitor Tomé; Ana Verde Trabada; Hilda H. Aseoche; Lajarca St. Junction; Mario Pace. B.Ed; Lynne M. Celli; Jose Elmer S. Oficiar; Tagum City; Haleema Sadia; Director Edufaminternational; Chairperson SAET; Lawrence Meda; Bashar Malkawi; Nuria Recuero Virto; Dom Thompson; Somayeh Ahangaran; Wijaya Heru Santosa; Steven C. Koehn; General Manager (University of Indianapolis television station); Cell Dilon; Ana Sofia Saldanha; Christine Condaris; Mladen Milicevic; Beata Mirecka Jakubowska; Diena Noviarini; Joanne Blannin; Lee Saw Im; Senior Chemistry Teacher; Sanjay Gupta; Associate Dean (Langdale College of Business); Jari Martikainen; Junior Researcher (University of Eastern Finland); Abdel Rahman Mitib Altakhaineh; Peter Shephard; Noor Hanim Rahmat; Ma. Victoria Castillo Magayon; János Kollár; Assistant Professor Dr Patama Satawedin; Henrique Teixeira Gil; Senior Lecturer (Polytechnic Institute of Castelo Branco); H M Belal Senior Lecturer (Liverpool Business School); Witold Matulewicz; Henjie A. Carmelotes; Saravanan Sugumaran; Meiyanti Widyaningrum; Holger Nord; Area Manager (Victorian School of Languages); Liudmyla Gryzun; Vasiliki Kakosimou; Juana Mª Ortega-Tudela; Julia Milner; Academic Director Global MBA; Boontip Siritarungsri; Namita Panicker; Learning And Development; Sandra Rahman; Aseel Zibin; Mahboob Sooltan Sohawon; Arshad I Ashraf; Mahend Gungapersad; Kanlaya Daraha; Chen Wenli (National Institute of Education); Thanapauge Chamaratana; Kumar Laxman; Subrata Chattopadhyay (RWTH Aachen University); Navid Mollaee (University Lecturer Management Consultant); Iman Farshchi (Head of School); P. Sujatha (Department of English at Kongu Nadu Arts and Science College); Gnanaprakasam Chinnappan (School of Accounting and Finance); Agila Govindarajan (KTG Education Group); Varijakshi Prabhakaran (Northern Lakes College); Abdul Kayoom.V (Department of English); MD. Shamim Hossain; Hiroshi Hasegawa (School of Education); Manoj Sahni (Department of Mathematics and Computer Science Pandit Deendayal Petroleum University); Mohd Nazri Bin Latiff Azmi (Faculty of Languages and Communication); Sampath Emani; Nirmaljit K Rathee; Acting Director (Education Department); N B Jubani (Professor of Education and Dean Faculty of Social Sciences)","","","","https://teacherforum.org/tokyo-educon-13-14-apr-2027",""
"2027 13th International Conference on Education and Training Technologies","","","","","Organizing Committee: Jong-Moon Lee (Hyupsung University); Minhoe Kim (Busan University of Foreign Studies); Ilgu Kim (Hannam University); Andy Chun Wai FAN (University of Macau); Yuan Wang (Jinan University); Yanjie Song (The Education University of Hong Kong); Rubing Huang (Macau University of Science and Technology); Zigang Ge (Beijing University of Posts and Telecommunications); Mark Anthony Camilleri (University of Malta); Hongfeng Zhang (Macao Polytechnic University); Luan Trong Nguyen (FPT University); Darjat Sudrajat (BINUS University); Anibal Tavares de Azevedo (Universidade Estadual de Campinas); Moresa Joy V. Gregana-Alcaraz (National University); Roel B. Lauron (Cebu Institute of Technology University); Andrew Filmer (UCSI University); Huichuan Dai (Guangdong University of Science and Technology); Lyubov Grosheva (Tyumen Higher Military Engineering Command School); Ma. Monica Moreno (Ateneo de Manila University); Siu-Lun Lee (The Chinese University of Hong Kong); Huiwen Huang (Shaoguan University); Ho-ying Holly Chung (Hang Seng University of Hong Kong); Man Fung LO (The University of Hong Kong); Irene Balmes (National University); Kenn Migan Vincent C. Gumonan (Cebu Institute of Technology University); Cherry Lyn C. Sta. Romana (Cebu Institute of Technology); Tanti Listiani (Pelita Harapan University); Melda Jaya Saragih (Pelita Harapan University); Catherine N. Arellano (Cebu Institute of Technology); Lucky Boy M. Alcala (National University Philippines); Leticia C. Gamad (National University Philippines); Eugene C. Busico (Cebu Institute of Technology-University); Leah V. Barbaso (Cebu Institute of Technology University); Su-Mae Tan (Multimedia University Melaka); Shakhnoza Pozilova (Tashkent University of Information Technologies); Johnalyn L. Figueras (Cebu Institute of Technology); Yiming Qin (Shanghai Open University); Liqiao Nong; Eko Hadi Sujiono (Universitas Negeri Makassar); Cheryl B. Pantaleon (Cebu Institute of Technology-University); Patrick L. Bacalso (Cebu Institute of Technology-University); Sevillia S. Felicen (Lyceum of the Philippines University Batangas); Atty. Diana Alpas Velasco (University of San Jose-Recoletos); Maria Theresa B. Kalaw (National University); Alice Maldonado Lacorte (National University Philippines); Jayson Guia (National University); Ronald C. Catapang (National University); Gene Roy P. Hernandez (National University); Jay-ar C. Dimaculangan (National University); Noelah Mae D. Borbon (National University); Clara Herlina Karjo (Bina Nusantara University); Jennifer Z. Hernandez (National University Philippines); Julian B. Semblante (Cebu Institute of Technology University Cebu City); Jay Vince Donoso Serato (Cebu Institute of Technology-University); Qizhong Ou (Nanning Normal University); Janice T. Fischer (National University); Junjie Gavin Wu (Macao Polytechnic University); Ariel M. Sison (Emilio Aguinaldo College); Xieling Chen (The Education University of Hong Kong); Sandra Gudiño Paredes; Muhamad Fairus Kamaruzaman (Universiti Teknologi Mara); Min Dong (South China University of Technology); Demetrios Sampson (University of Piraeus); Mohd Norazmi bin Nordin (Universiti Kebangsaan Malaysia); Larcyneil P. Pascual (The University of Mindanao); Seppo Sirkemaa (University of Turku); Qu Jingru (The Chinese University of Hong Kong); John Arvin Anday Glo (National University); Amy Wong (Singapore University of Social Sciences); Zinka Bejtic (American University of Sharjah); Yang Qiu (Zhuhai College of Science and Technology); Tangguh Okta Wibowo (Universitas Multimedia Nusantara); Dinesh Sharma (Fordham University); Yulan Huang (Yuan Ze University); Iuliia Chaplinska (Vrije Universiteit Amsterdam); András Szeberényi (Budapest Metropolitan University); Tantikorn Pichpibul (Bangkok University); Dionafer B. Modesto (National University); Bambang Budi Wiyono (Universitas Negeri Malang); Michael Free (Chuncheon National University of Education); Dongkun Han (The Chinese University of Hong Kong); Ridvan Ata (Muğla Sıtkı Koçman University); Amna Khaliq (University of Fredericton); Qingchun Bai (Shanghai Open University); Muslihah Wook (National Defence University of Malaysia); Shamsiah Banu Mohamad Hanefar (INTI International University); Yang Feng (Zhejiang International Studies University); Chee Ken Nee (Universiti Pendidikan Sultan Idris); Yiping Gu (Zhejiang University of Water Resources and Electric Power); Boonlert Watjatrakul (King Mongkut’s Institute of Technology Ladkrabang); Scott Stockton (Northern Arizona Institute of Shanghai Normal University Tianhua College)","","","https://www.icett.org/",""
"2027 9th International Conference on Advanced Mechanical and Electrical Engineering","","","","","Committees: Yutian Liu (Shandong University); Rongnian Tang (Hainan University); Huanlai Xing (Southwest Jiaotong University); Mahmoud Shafik (University of Derby); Wei Fu (Hainan University); Shaofeng Ru (Hainan University); Waqar Iqbal (Shandong University of Technology)","","","https://www.amee.net/",""
"2027 12th International Conference on Sustainable and Renewable Energy Engineering","","","","","Committee: Advisory Chair; Gianfranco Chicco; Arcady Zhukov (University of Basque Country); Erwin Franquet (Université Côte d'Azur); Kwok Cheung; David T.W. Lin (University of Tainan); Zhenzhi Lin (Zhejiang University); Tao Zhang (Macao Polytechnic University); Adriano Péres (Federal University of Santa Catarina); Publicity Chair; Mohammad Nazififard (Côte d'Azur University); Regional Chair; Rubén D. Santiago-Acosta; Nezihe Ayas (Eskisehir Technical University); Zhongfu Zhou (Swansea University); Petar Ilinčić (University of Zagreb); Miroslava Bérešová (Slovak University of Technology in Bratislava); Anniken Karlsen (Norwegian University of Science and Technology)","","","https://www.icsree.com/",""
"EduCon London – International Conference on Education","","","","Keynote: Rea Raus; Raj Mestry; Shahira El Alfy; Luke Carson; Kasereka Sivalikwiha Matsundo; Ömer Solak; Alvin B. Punongbayan; Hima Parameswaran; Aljemedin S. Jaudinez; Ross Burkhart; Hii Puong Koh; Maria Teresa Matriano Assistant Professor (Middle East College); Froilan D. Mobo; John Joseph D. Zarate; Sandrina Diniz Fernandes Milhano; Lourdes Atiaja; Vitor Tomé; Ana Verde Trabada; Hilda H. Aseoche; Lajarca St. Junction; Mario Pace. B.Ed; Lynne M. Celli; Jose Elmer S. Oficiar; Tagum City; Haleema Sadia; Director Edufaminternational; Chairperson SAET; Lawrence Meda; Bashar Malkawi; Nuria Recuero Virto; Dom Thompson; Somayeh Ahangaran; Wijaya Heru Santosa; Steven C. Koehn; General Manager (University of Indianapolis television station); Cell Dilon; Ana Sofia Saldanha; Christine Condaris; Mladen Milicevic; Beata Mirecka Jakubowska; Diena Noviarini; Joanne Blannin; Lee Saw Im; Senior Chemistry Teacher; Sanjay Gupta; Associate Dean (Langdale College of Business); Jari Martikainen; Junior Researcher (University of Eastern Finland); Abdel Rahman Mitib Altakhaineh; Peter Shephard; Noor Hanim Rahmat; Ma. Victoria Castillo Magayon; János Kollár; Assistant Professor Dr Patama Satawedin; Henrique Teixeira Gil; Senior Lecturer (Polytechnic Institute of Castelo Branco); H M Belal Senior Lecturer (Liverpool Business School); Witold Matulewicz; Henjie A. Carmelotes; Saravanan Sugumaran; Meiyanti Widyaningrum; Holger Nord; Area Manager (Victorian School of Languages); Liudmyla Gryzun; Vasiliki Kakosimou; Juana Mª Ortega-Tudela; Julia Milner; Academic Director Global MBA; Boontip Siritarungsri; Namita Panicker; Learning And Development; Sandra Rahman; Aseel Zibin; Mahboob Sooltan Sohawon; Arshad I Ashraf; Mahend Gungapersad; Kanlaya Daraha; Chen Wenli (National Institute of Education); Thanapauge Chamaratana; Kumar Laxman; Subrata Chattopadhyay (RWTH Aachen University); Navid Mollaee (University Lecturer Management Consultant); Iman Farshchi (Head of School); P. Sujatha (Department of English at Kongu Nadu Arts and Science College); Gnanaprakasam Chinnappan (School of Accounting and Finance); Agila Govindarajan (KTG Education Group); Varijakshi Prabhakaran (Northern Lakes College); Abdul Kayoom.V (Department of English); MD. Shamim Hossain; Hiroshi Hasegawa (School of Education); Manoj Sahni (Department of Mathematics and Computer Science Pandit Deendayal Petroleum University); Mohd Nazri Bin Latiff Azmi (Faculty of Languages and Communication); Sampath Emani; Nirmaljit K Rathee; Acting Director (Education Department); N B Jubani (Professor of Education and Dean Faculty of Social Sciences)","","","","https://teacherforum.org/london-educon-26-27-apr-2027",""
"2027 8th International Conference on Information Technology and Education Technology","","","may : Papers submitted to special sessions will undergo the same review process as regular papers, where the Special Session Organizers are responsible for organizing the peer-review process. If a Special Session has a low number of accepted pape","","","","","https://www.itet.net/",""
"2027 The 10th International Conference on Artificial Intelligence and Big Data","","","","Speaker: Xianbin Wang (Western University); Qun Jin (Waseda University); Jianhua Ma (Hosei University); Hongping Gan (Northwestern Polytechnical University)","","","","https://www.icaibd.org/",""
"2027 13th International Conference on Computer Technology Applications","","","","","International Advisory Committee: General Chair","","","https://www.iccta.net/",""
"2027 14th International Conference on Management and Education Innovation","","","","Keynote: London Experience","Organizing Committee: Rong Zhang (Nishinippon Institute of Technology); Inci Bilgin Tekin (Istanbul Bilgi University)","","","https://www.icmei.org/",""
"37th Anniversary World Congress on Biosensors","","","","Keynote: The Chemical Engineering Journal (peer-reviewed research journal dedicated to publishing high-quality). Plenary: Amy Shen (Okinawa Institute of Science and Technology Graduate University). Speaker: Koji Sode (The University of North Carolina at Chapel Hill and North Carolina State University, USA)","Organisers: The Chemical Engineering Journal (peer-reviewed research journal dedicated to publishing high-quality). Committee & Speakers: Koji Sode (The University of North Carolina at Chapel Hill and North Carolina State University, USA)","","Biosensors and Bioelectronics opens in new tab/window; Sensing and Biosensing Research opens in new tab/window; Sensors and Actuators Reports opens in new tab/window; Biosensors & Bioelectronics opens in new tab/window; Biosensors & Bioelectronics; Biosensors and Bioelectronics: X opens in new tab/window; Biosensors and Bioelectronics: X; Advanced Biosensors opens in new tab/window; Advanced Biosensors; Chemical Engineering Journal (CEJ) opens in new tab/window; Chemical Engineering Journal (CEJ); Measurement: Sensors opens in new tab/window; 2606221218_MEASEN; Sensing and Bio-Sensing Research opens in new tab/window; Sensing and Bio-Sensing Research; Sensors and Actuators Reports; https://metrohm-dropsens.com opens in new tab/window; Metrohm DropSens; PalmSens BV","https://www.elsevier.com/events/conferences/all/anniversary-world-congress-on-biosensors",""
"Biosensors 2027: 37th Anniversary World Congress on Biosensors","","","","","Organisers: The Chemical Engineering Journal (peer-reviewed research journal dedicated to publishing high-quality). Committee & Speakers: Koji Sode (The University of North Carolina at Chapel Hill and North Carolina State University, USA)","","","https://www.elsevier.com/events/conferences/all/anniversary-world-congress-on-biosensors",""
